"parent2_code","parent2_name","parent1_code","parent1_name","parent0_code","parent0_name","parent0_name_EN","short_name","year","gender","age_group","prevalence_data1","denominator_data1","patient_count_data1","gender_EN","parent2_name_EN","prevalence_data2","denominator_data2","patient_count_data2","prevalence_diff","se","ci_low","ci_high","z","p_value","sig","lab","fold_diff_nat","fold_diff_reg","meta_model_type"
"F07","Isiksus- ja käitumishäired ajuhaigusest, -kahjustusest või -düsfunktsioonist","F00-F09","Orgaanilised - k.a sümptomaatilised - psüühikahäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.00239028322076767,35979,86,"M","Personality and behavioral disorders due to known physiological condition",0.00188423274042809,13268,25,-0.343204393272216,0.327478248501916,-0.98504996605623,0.298641179511797,-1.04802195212122,0.294628492999921,"nosig","20-29",NA,NA,NA
"F70","Kerge vaimne alaareng","F70-F79","Vaimne alaareng","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.00397454070429973,35979,143,"M","Mild intellectual disabilities",0.00143201688272535,13268,19,-1.47273965167965,0.351974491672116,-2.16259697883379,-0.782882324525504,-4.18422268239706,2.8614351730516e-05,"sig","20-29",NA,NA,NA
"F33","Korduv depressiivne häire e korduv depressioon","F30-F39","Meeleoluhäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.0040579226771172,35979,146,"M","Major depressive disorder, recurrent",0.00791377750979801,13268,105,0.963625130441271,0.184021174745742,0.602950255546865,1.32430000533568,5.23649048416678,1.63658675944589e-07,"sig","20-29",NA,NA,NA
"F48","Muud neurootilised häired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.0025014591845243,35979,90,"M","Other nonpsychotic mental disorders",0.00203497135966234,13268,27,-0.297761422511044,0.316226724289176,-0.917554413066906,0.322031568044818,-0.941607396339956,0.3463936815701,"nosig","20-29",NA,NA,NA
"F06","Muud psüühikahäired ajukahjustusest, -düsfunktsioonist või somaatilisest haigusest","F00-F09","Orgaanilised - k.a sümptomaatilised - psüühikahäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.00122293560132299,35979,44,"M","Other mental disorders due to known physiological condition",0.00113053964425685,13268,15,-0.113336851373622,0.431099816342672,-0.958276965147092,0.731603262399848,-0.262901646155036,0.792626387485634,"nosig","20-29",NA,NA,NA
"F10","Alkoholi tarvitamisest tingitud psüühika- ja käitumishäired","F10-F19","Psühhoaktiivsete ainete tarvitamisest tingitud psüühika- ja käitumishäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.0117290641763251,35979,422,"M","Alcohol related disorders",0.00987337955984323,13268,131,-0.248472015514571,0.143547016415436,-0.529818997777006,0.0328749667478636,-1.73094517545021,0.0834615432360273,"nosig","20-29",NA,NA,NA
"I50","Südamepuudulikkus","I30-I52","Muud südamehaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2012","M","20-29",0.0004724978459657,35979,17,"M","Heart failure",0.0005275851673199,13268,7,0.159096252462524,0.647732332399031,-1.1104357906617,1.42862829558675,0.245620365858954,0.805976122435001,"nosig","20-29",NA,NA,NA
"F51","Mitteorgaanilised unehäired","F50-F59","Füsioloogiliste funktsioonide häirete ja füüsiliste e somaatiliste teguritega seotud käitumissündroomid","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.00408571666805636,35979,147,"M","Sleep disorders not due to a substance or known physiological condition",0.00542659029243292,13268,72,0.409456828261113,0.207007618893878,0.00372935070371955,0.815184305818506,1.97797950843066,0.047931018398736,"sig","20-29",NA,NA,NA
"I83","Alajäsemete vaariksid e veenikomud","I80-I89","Veenide, lümfisoonte ja -sõlmede mujal klassifitseerimata haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2012","M","20-29",0.00172322743822785,35979,62,"M","Varicose veins of lower extremities",0.00324088031353632,13268,43,0.911272615970386,0.285936490033445,0.350847393639037,1.47169783830174,3.18697559679703,0.00143768904453379,"sig","20-29",NA,NA,NA
"F41","Muud ärevushäired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.0140915534061536,35979,507,"M","Other anxiety disorders",0.0211034066927947,13268,280,0.582645251596789,0.106414303620477,0.374077049060743,0.791213454132834,5.47525315463956,4.3688658024621e-08,"sig","20-29",NA,NA,NA
"F32","Depressiivne episood e. depressioon","F30-F39","Meeleoluhäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.0150921370799633,35979,543,"M","Major depressive disorder, single episode",0.0217817304793488,13268,289,0.52932146635148,0.104020863026134,0.325444321179483,0.733198611523478,5.08860867861184,3.60700050272555e-07,"sig","20-29",NA,NA,NA
"F52","Mitteorgaanilised seksuaaldüsfunktsioonid","F50-F59","Füsioloogiliste funktsioonide häirete ja füüsiliste e somaatiliste teguritega seotud käitumissündroomid","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.00316851496706412,35979,114,"M","Sexual dysfunction not due to a substance or known physiological condition",0.00708471510400964,13268,94,1.16090300916806,0.200462278119429,0.768004163795125,1.55380185454099,5.79112948360503,6.99146496252467e-09,"sig","20-29",NA,NA,NA
"F33","Korduv depressiivne häire e korduv depressioon","F30-F39","Meeleoluhäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","N","20-29",0.00880260460629446,33172,292,"F","Major depressive disorder, recurrent",0.0111645638558591,22034,246,0.342924521662407,0.124224067836679,0.0994498226894553,0.586399220635359,2.7605320581939,0.00577072940430123,"sig","20-29",NA,NA,NA
"I83","Alajäsemete vaariksid e veenikomud","I80-I89","Veenide, lümfisoonte ja -sõlmede mujal klassifitseerimata haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2012","N","20-29",0.00542626311346919,33172,180,"F","Varicose veins of lower extremities",0.00517382227466642,22034,114,-0.0687285069617502,0.172231173709197,-0.406295404446839,0.268838390523338,-0.399048009031131,0.68985782988905,"nosig","20-29",NA,NA,NA
"F10","Alkoholi tarvitamisest tingitud psüühika- ja käitumishäired","F10-F19","Psühhoaktiivsete ainete tarvitamisest tingitud psüühika- ja käitumishäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","N","20-29",0.00274327746292053,33172,91,"F","Alcohol related disorders",0.00167922301897068,22034,37,-0.708106699366561,0.281012803727112,-1.25888167386632,-0.157331724866798,-2.519837850713,0.0117408906252299,"sig","20-29",NA,NA,NA
"F70","Kerge vaimne alaareng","F70-F79","Vaimne alaareng","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","N","20-29",0.00304473652477993,33172,101,"F","Mild intellectual disabilities",0.00117999455387128,22034,26,-1.36753718940753,0.317022176417021,-1.98888923748539,-0.746185141329664,-4.31369566906457,1.60547914840325e-05,"sig","20-29",NA,NA,NA
"I50","Südamepuudulikkus","I30-I52","Muud südamehaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2012","N","20-29",0.0006330640299047,33172,21,"F","Heart failure",0.0004992284650994,22034,11,-0.342651228938167,0.536815577344938,-1.39479042687432,0.709487968997987,-0.638303438646289,0.523276174027896,"nosig","20-29",NA,NA,NA
"I49","Muud südamerütmitused e arütmiad","I30-I52","Muud südamehaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2012","N","20-29",0.00663209936090678,33172,220,"F","Other cardiac arrhythmias",0.00934918761913406,22034,206,0.495375388861744,0.139310066270331,0.222332676288008,0.76841810143548,3.55591955501959,0.000376659326912332,"sig","20-29",NA,NA,NA
"I48","Kodade virvendus ja laperdus","I30-I52","Muud südamehaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2012","N","20-29",0.0004521885927891,33172,15,"F","Atrial fibrillation and flutter",0.0002723064355088,22034,6,-0.731693519683964,0.696775111342139,-2.09734764323844,0.633960603870514,-1.05011431633166,0.293665557340066,"nosig","20-29",NA,NA,NA
"F51","Mitteorgaanilised unehäired","F50-F59","Füsioloogiliste funktsioonide häirete ja füüsiliste e somaatiliste teguritega seotud käitumissündroomid","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","N","20-29",0.00437115639696129,33172,145,"F","Sleep disorders not due to a substance or known physiological condition",0.00503766905691204,22034,111,0.204741351538355,0.181516209432474,-0.151023881559524,0.560506584636234,1.1279507884089,0.259340702935551,"nosig","20-29",NA,NA,NA
"F48","Muud neurootilised häired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","N","20-29",0.00370794646087061,33172,123,"F","Other nonpsychotic mental disorders",0.00290460197876009,22034,64,-0.352279930136058,0.222004240752377,-0.787400246425877,0.0828403861537608,-1.58681622000631,0.112554274136677,"nosig","20-29",NA,NA,NA
"F07","Isiksus- ja käitumishäired ajuhaigusest, -kahjustusest või -düsfunktsioonist","F00-F09","Orgaanilised - k.a sümptomaatilised - psüühikahäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","N","20-29",0.0008139394670204,33172,27,"F","Personality and behavioral disorders due to known physiological condition",0.0004992284650994,22034,11,-0.705221308323002,0.515893298559015,-1.71635359336424,0.305910976718238,-1.36699063603426,0.171628240603993,"nosig","20-29",NA,NA,NA
"F45","Somatoformsed häired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","N","20-29",0.0171228747136139,33172,568,"F","Somatoform disorders",0.0168829990015431,22034,372,-0.0203537331934663,0.0954057307817652,-0.20734552944445,0.166638063057518,-0.213338685492847,0.831062801360286,"nosig","20-29",NA,NA,NA
