"parent2_code","parent2_name","parent1_code","parent1_name","parent0_code","parent0_name","parent0_name_EN","short_name","year","gender","age_group","prevalence_data1","denominator_data1","patient_count_data1","gender_EN","parent2_name_EN","prevalence_data2","denominator_data2","patient_count_data2","prevalence_diff","se","ci_low","ci_high","z","p_value","sig","lab","fold_diff_nat","fold_diff_reg","meta_model_type"
"I84","Hemorroidid e päraku veenikomud","I80-I89","Veenide, lümfisoonte ja -sõlmede mujal klassifitseerimata haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2012","M","20-29",0.0113636363636364,3872,44,"M","Hemorrhoids",0.0128127826349111,13268,170,0.173159257986977,0.242595903591851,-0.302319975850002,0.648638491823955,0.713776512394472,0.475365385600513,"nosig","20-29",NA,NA,NA
"I20","Stenokardia e rinnaangiin e rinnaahistus","I20-I25","Südame isheemiatõved","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2012","M","20-29",0.00180785123966942,3872,7,"M","Angina pectoris",0.0009044317154055,13268,12,-0.999192480849853,0.685632136029808,-2.34300677411154,0.344621812411837,-1.45733029177386,0.145025228993416,"nosig","20-29",NA,NA,NA
"F20","Skisofreenia","F20-F29","Skisofreenia, skisotüüpsed ja luululised häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.00180785123966942,3872,7,"M","Schizophrenia",0.00188423274042809,13268,25,0.0597012082036883,0.616359286547403,-1.14834079496602,1.2677432113734,0.0968610508622503,0.922836740224259,"nosig","20-29",NA,NA,NA
"F41","Muud ärevushäired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.0178202479338843,3872,69,"M","Other anxiety disorders",0.0211034066927947,13268,280,0.24395850065337,0.192103653016188,-0.132557740556938,0.620474741863678,1.26993160631262,0.204108993564289,"nosig","20-29",NA,NA,NA
"F06","Muud psüühikahäired ajukahjustusest, -düsfunktsioonist või somaatilisest haigusest","F00-F09","Orgaanilised - k.a sümptomaatilised - psüühikahäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.0015495867768595,3872,6,"M","Other mental disorders due to known physiological condition",0.00113053964425685,13268,15,-0.454871964626072,0.696389508285197,-1.81977032007662,0.910026390824471,-0.653186125313918,0.513636293899184,"nosig","20-29",NA,NA,NA
"F70","Kerge vaimne alaareng","F70-F79","Vaimne alaareng","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.003099173553719,3872,12,"M","Mild intellectual disabilities",0.00143201688272535,13268,19,-1.113835046791,0.531317923602485,-2.15519904139247,-0.0724710521895238,-2.09636264336592,0.0360500336125149,"sig","20-29",NA,NA,NA
"I49","Muud südamerütmitused e arütmiad","I30-I52","Muud südamehaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2012","M","20-29",0.00800619834710743,3872,31,"M","Other cardiac arrhythmias",0.00874283991558637,13268,116,0.12698462522727,0.290498461147998,-0.442381896187114,0.696351146641654,0.437126670914019,0.662019485899704,"nosig","20-29",NA,NA,NA
"I83","Alajäsemete vaariksid e veenikomud","I80-I89","Veenide, lümfisoonte ja -sõlmede mujal klassifitseerimata haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2012","M","20-29",0.00258264462809917,3872,10,"M","Varicose veins of lower extremities",0.00324088031353632,13268,43,0.327536600301306,0.505812626282148,-0.663837930137321,1.31891113073993,0.647545322679633,0.517279071476329,"nosig","20-29",NA,NA,NA
"F45","Somatoformsed häired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.0111053719008264,3872,43,"M","Somatoform disorders",0.0116822429906542,13268,155,0.073059591058712,0.247260392663508,-0.411561873364996,0.55768105548242,0.295476320617744,0.767630038674967,"nosig","20-29",NA,NA,NA
"F52","Mitteorgaanilised seksuaaldüsfunktsioonid","F50-F59","Füsioloogiliste funktsioonide häirete ja füüsiliste e somaatiliste teguritega seotud käitumissündroomid","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2012","M","20-29",0.00413223140495867,3872,16,"M","Sexual dysfunction not due to a substance or known physiological condition",0.00708471510400964,13268,94,0.777788792164211,0.389272872841266,0.0148279812368893,1.54074960309153,1.99805546810186,0.0457106469084074,"sig","20-29",NA,NA,NA
