"parent2_code","parent2_name","parent1_code","parent1_name","parent0_code","parent0_name","parent0_name_EN","short_name","year","gender","age_group","prevalence_data1","denominator_data1","patient_count_data1","gender_EN","parent2_name_EN","prevalence_data2","denominator_data2","patient_count_data2","prevalence_diff","se","ci_low","ci_high","z","p_value","sig","lab","fold_diff_nat","fold_diff_reg","meta_model_type"
"F33","Korduv depressiivne häire e korduv depressioon","F30-F39","Meeleoluhäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","M","80+",0.00621494618766105,6597,41,"M","Major depressive disorder, recurrent",0.00537273337810611,1489,8,-0.210085653624058,0.556078130573551,-1.29997876213858,0.879807454890463,-0.377798805731437,0.705580060973471,"nosig","80+",NA,NA,NA
"I84","Hemorroidid e päraku veenikomud","I80-I89","Veenide, lümfisoonte ja -sõlmede mujal klassifitseerimata haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","M","80+",0.0210701834167046,6597,139,"M","Hemorrhoids",0.0335795836131632,1489,50,0.672381468045242,0.234281720926067,0.213197732794087,1.1315652032964,2.86996981833434,0.00410510980569856,"sig","80+",NA,NA,NA
"F41","Muud ärevushäired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","M","80+",0.023495528270426,6597,155,"M","Other anxiety disorders",0.0261920752182673,1489,39,0.156744164582035,0.25511426844339,-0.343270613509292,0.656758942673362,0.614407675189742,0.538945965199749,"nosig","80+",NA,NA,NA
"I70","Ateroskleroos","I70-I79","Arterite, arterioolide ja kapillaaride haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","M","80+",0.102167651963013,6597,674,"M","Atherosclerosis",0.121558092679651,1489,181,0.250707456895371,0.113463775093551,0.0283225441620589,0.473092369628683,2.20958148703111,0.0271342213144332,"sig","80+",NA,NA,NA
"F45","Somatoformsed häired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","M","80+",0.00606336213430347,6597,40,"M","Somatoform disorders",0.0107454667562122,1489,16,0.825538256106662,0.424742808552148,-0.00694235134793952,1.65801886356126,1.94361914901099,0.0519413949048684,"nosig","80+",NA,NA,NA
"I25","Krooniline südame isheemiatõbi","I20-I25","Südame isheemiatõved","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","M","80+",0.189783234803699,6597,1252,"M","Chronic ischemic heart disease",0.227669576897246,1489,339,0.26258896719775,0.0780309834265229,0.109651050003524,0.415526884391977,3.36518848881374,0.000764913856330374,"sig","80+",NA,NA,NA
"I13","Südame- ja neerukahjustusega hüpertooniatõbi","I10-I15","Kõrgvererõhkhaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","M","80+",0.0547218432620888,6597,361,"M","Hypertensive heart and chronic kidney disease",0.0456682337139019,1489,68,-0.260925834642807,0.186173574899453,-0.625819336318806,0.103967667033191,-1.4015191725449,0.161058878364765,"nosig","80+",NA,NA,NA
"I49","Muud südamerütmitused e arütmiad","I30-I52","Muud südamehaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","M","80+",0.0894345914809762,6597,590,"M","Other cardiac arrhythmias",0.137676292813969,1489,205,0.622375306250267,0.109395754185975,0.407963567984159,0.836787044516375,5.68920897233559,1.27629204982327e-08,"sig","80+",NA,NA,NA
"I63","Peaajuinfarkt","I60-I69","Peaajuveresoonte haigused e tserebrovaskulaarsed haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","M","80+",0.0406245262998332,6597,268,"M","Cerebral infarction",0.0429818670248489,1489,64,0.0813771605362521,0.196403564313176,-0.30356675195287,0.466321073025374,0.414336475108424,0.678627704634799,"nosig","80+",NA,NA,NA
"F32","Depressiivne episood e. depressioon","F30-F39","Meeleoluhäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","M","80+",0.0310747309383053,6597,205,"M","Major depressive disorder, single episode",0.0436534586971122,1489,65,0.490354064517033,0.201148572564052,0.0961101067498498,0.884598022284216,2.43777054078218,0.0147781513052592,"sig","80+",NA,NA,NA
"I11","Südamekahjustusega hüpertooniatõbi","I10-I15","Kõrgvererõhkhaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","M","80+",0.596938002122177,6597,3938,"M","Hypertensive heart disease",0.642713230355944,1489,957,0.106594069578496,0.0314657166866012,0.0449223981250169,0.168265741031976,3.38762567019128,0.000705004113237262,"sig","80+",NA,NA,NA
"F48","Muud neurootilised häired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","M","80+",0.00864029104138244,6597,57,"M","Other nonpsychotic mental disorders",0.00402955003357958,1489,6,-1.10046116244956,0.61781610777575,-2.31135848275875,0.110436157859626,-1.78121151034961,0.0748779039807717,"nosig","80+",NA,NA,NA
"I48","Kodade virvendus ja laperdus","I30-I52","Muud südamehaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","M","80+",0.268000606336213,6597,1768,"M","Atrial fibrillation and flutter",0.295500335795836,1489,440,0.140923505127253,0.0647633887723212,0.0139895956167373,0.267857414637768,2.17597484935008,0.0295571412350892,"sig","80+",NA,NA,NA
"F01","Vaskulaarne dementsus","F00-F09","Orgaanilised - k.a sümptomaatilised - psüühikahäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","M","80+",0.0419887827800515,6597,277,"M","Vascular dementia",0.0194761584956346,1489,29,-1.10829481992759,0.278517466583043,-1.6541790234957,-0.56241061635949,-3.97926504762724,6.91286392324741e-05,"sig","80+",NA,NA,NA
"F43","Rasked stressreaktsioonid ja kohanemishäired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","M","80+",0.00348643322722449,6597,23,"M","Reaction to severe stress, and adjustment disorders",0.00537273337810611,1489,8,0.623904394937014,0.590721671962744,-0.533888806997249,1.78169759687128,1.05617319382242,0.290889095270969,"nosig","80+",NA,NA,NA
"I67","Peaajuveresoonte muud haigused","I60-I69","Peaajuveresoonte haigused e tserebrovaskulaarsed haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","M","80+",0.0381991814461119,6597,252,"M","Other cerebrovascular diseases",0.0315648085963734,1489,47,-0.275224720828255,0.225456236776512,-0.717110825000154,0.166661383343644,-1.22074565229737,0.222182336870604,"nosig","80+",NA,NA,NA
"F51","Mitteorgaanilised unehäired","F50-F59","Füsioloogiliste funktsioonide häirete ja füüsiliste e somaatiliste teguritega seotud käitumissündroomid","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","M","80+",0.0509322419281492,6597,336,"M","Sleep disorders not due to a substance or known physiological condition",0.0718603089321692,1489,107,0.496615914616411,0.154703796556314,0.193402045094424,0.799829784138398,3.21010812708553,0.00132685050250125,"sig","80+",NA,NA,NA
"I80","Flebiit e veenipõletik ja tromboflebiit e trombveenipõletik","I80-I89","Veenide, lümfisoonte ja -sõlmede mujal klassifitseerimata haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","M","80+",0.0168258299226921,6597,111,"M","Phlebitis and thrombophlebitis",0.0241773002014775,1489,36,0.522975486086231,0.273593758166485,-0.0132584263150407,1.0592093984875,1.91150371847297,0.0559398793965593,"nosig","80+",NA,NA,NA
"I50","Südamepuudulikkus","I30-I52","Muud südamehaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","M","80+",0.294679399727149,6597,1944,"M","Heart failure",0.307588985896575,1489,458,0.0618576354851875,0.0624644250153877,-0.0605703878599751,0.18428565883035,0.990285838218303,0.32203442658462,"nosig","80+",NA,NA,NA
"F40","Foobsed ärevushäired e. foobiad","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","M","80+",0.00136425648021828,6597,9,"M","Phobic anxiety disorders",0.00470114170584284,1489,7,1.78489627160931,0.725870727849288,0.362215787592836,3.20757675562579,2.45897265605111,0.0139335229762361,"sig","80+",NA,NA,NA
"I83","Alajäsemete vaariksid e veenikomud","I80-I89","Veenide, lümfisoonte ja -sõlmede mujal klassifitseerimata haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","M","80+",0.0190995907230559,6597,126,"M","Varicose veins of lower extremities",0.0241773002014775,1489,36,0.34011142893642,0.269483346504496,-0.188066224645719,0.868289082518559,1.26208700221387,0.206917481769105,"nosig","80+",NA,NA,NA
"F52","Mitteorgaanilised seksuaaldüsfunktsioonid","F50-F59","Füsioloogiliste funktsioonide häirete ja füüsiliste e somaatiliste teguritega seotud käitumissündroomid","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","M","80+",0.00363801728058208,6597,24,"M","Sexual dysfunction not due to a substance or known physiological condition",0.00671591672263263,1489,10,0.884431945160229,0.541430764937898,-0.176752854240022,1.94561674456048,1.63350884810115,0.102362021343187,"nosig","80+",NA,NA,NA
"F06","Muud psüühikahäired ajukahjustusest, -düsfunktsioonist või somaatilisest haigusest","F00-F09","Orgaanilised - k.a sümptomaatilised - psüühikahäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","M","80+",0.0245566166439291,6597,162,"M","Other mental disorders due to known physiological condition",0.022834116856951,1489,34,-0.104920810640261,0.268982079304754,-0.632115998564276,0.422274377283754,-0.390066174339395,0.696487614588992,"nosig","80+",NA,NA,NA
"F48","Muud neurootilised häired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","N","80+",0.0216030908200468,18377,397,"F","Other nonpsychotic mental disorders",0.0184682237914177,3682,68,-0.226192618257535,0.1875435116467,-0.593771146619235,0.141385910104164,-1.20608074505741,0.227786358353001,"nosig","80+",NA,NA,NA
"F43","Rasked stressreaktsioonid ja kohanemishäired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","N","80+",0.00413560428796865,18377,76,"F","Reaction to severe stress, and adjustment disorders",0.00869092884302009,3682,32,1.0714122241915,0.302903735508278,0.477731811812628,1.66509263657037,3.53713770612188,0.000404488708306339,"sig","80+",NA,NA,NA
"I67","Peaajuveresoonte muud haigused","I60-I69","Peaajuveresoonte haigused e tserebrovaskulaarsed haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.0591500244871307,18377,1087,"F","Other cerebrovascular diseases",0.0486148832156437,3682,179,-0.28298071012797,0.113419579039405,-0.505279000186898,-0.0606824200690412,-2.49498995256942,0.0125960696762757,"sig","80+",NA,NA,NA
"F51","Mitteorgaanilised unehäired","F50-F59","Füsioloogiliste funktsioonide häirete ja füüsiliste e somaatiliste teguritega seotud käitumissündroomid","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","N","80+",0.0589323611035533,18377,1083,"F","Sleep disorders not due to a substance or known physiological condition",0.0784899511135253,3682,289,0.413447892527435,0.0918982163865497,0.233330698166329,0.593565086888541,4.49897624550576,6.82814859787051e-06,"sig","80+",NA,NA,NA
